Organism_ID,CAIR,Organism,Second_hierarchy,code
197.0,0.9166831163251202,Campylobacter jejuni (Strain: SS6R),Proteobacteria,1
198.0,0.9195890710923617,Campylobacter hyointestinalis (Strain: D6099),Proteobacteria,1
199.0,0.919631395539129,Campylobacter concisus (Strain: P2CDO4),Proteobacteria,1
201.0,0.9173704140277835,Campylobacter lari (Strain: 2011D-8895),Proteobacteria,1
203.0,0.9222097046526467,Campylobacter rectus (Wolinella recta) (Strain: OH2158),Proteobacteria,1
205.0,0.9218087251948437,Campylobacter sp.,Proteobacteria,1
210.0,0.9239320662986185,Helicobacter pylori (Campylobacter pylori) (Strain: G-Mx-2011-124),Proteobacteria,1
211.0,0.9263667836158904,Helicobacter sp. CLO-3 (Strain: CLO-3),Proteobacteria,1
213.0,0.9290605715258922,Helicobacter cinaedi (Strain: NCTC12221),Proteobacteria,1
215.0,0.9292343620489453,Helicobacter fennelliae (Strain: NCTC13102),Proteobacteria,1
216.0,0.9259947776759212,Helicobacter muridarum (Strain: ST1),Proteobacteria,1
218.0,0.9300541516019082,Helicobacter sp.,Proteobacteria,1
232.0,0.9320761601789384,Alteromonas sp.,Proteobacteria,1
235.0,0.9208856980354552,Brucella abortus (Strain: BAU21/S4023),Proteobacteria,1
238.0,0.930336325507215,Elizabethkingia meningoseptica (Chryseobacterium meningosepticum) (Strain: 61421 PRCM),Bacteroidetes,31
239.0,0.929407142975459,Flavobacterium sp.,Bacteroidetes,31
246.0,0.9270797733226516,Chryseobacterium balustinum (Strain: KC_1863),Bacteroidetes,31
247.0,0.9272931571791208,Empedobacter brevis (Strain: SE1-3),Bacteroidetes,31
250.0,0.9293646251955586,Chryseobacterium gleum (Strain: NCTC11432),Bacteroidetes,31
252.0,0.9150515027928798,Halomonas halmophila (Strain: NBRC 15537),Proteobacteria,1
253.0,0.9304739968212205,Chryseobacterium indologenes (Strain: StR 01),Bacteroidetes,31
254.0,0.9273387160675541,Chryseobacterium indoltheticum (Strain: NCTC13560),Bacteroidetes,31
256.0,0.9308848509159514,Myroides odoratus (Flavobacterium odoratum) (Strain: NCTC11179),Bacteroidetes,31
258.0,0.9324451674850311,Sphingobacterium spiritivorum (Strain: NCTC11388),Bacteroidetes,31
259.0,0.9340244009546413,Sphingobacterium thalpophilum (Strain: NCTC11429),Bacteroidetes,31
263.0,0.9268977970462572,Francisella tularensis (Strain: 15NIIEG),Proteobacteria,1
264.0,0.9271970916755438,Francisella novicida (Strain: TCH2015),Proteobacteria,1
266.0,0.9130800292948152,Paracoccus denitrificans,Proteobacteria,1
267.0,0.9105070093765911,Paracoccus sp.,Proteobacteria,1
271.0,0.8865018932064103,Thermus aquaticus (Strain: ATCC 25104 / DSM 625 / JCM 10724 / NBRC 103206 / NCIMB 11243 / YT-1),Deinococcus-Thermus,37
274.0,0.8834897539459658,Thermus thermophilus,Deinococcus-Thermus,37
276.0,0.8859417093283709,Thermus filiformis (Strain: ATCC 43280),Deinococcus-Thermus,37
285.0,0.9190084765220108,Comamonas testosteroni (Pseudomonas testosteroni) (Strain: R2),Proteobacteria,1
287.0,0.9122988747937011,Pseudomonas aeruginosa (Strain: 57SJ),Proteobacteria,1
288.0,0.9312085622086274,Pseudoalteromonas atlantica (Alteromonas atlantica) (Strain: NBRC 103033),Proteobacteria,1
292.0,0.9096084896011432,Burkholderia cepacia (Pseudomonas cepacia) (Strain: MSMB1184WGS),Proteobacteria,1
293.0,0.9042679617095694,Brevundimonas diminuta (Pseudomonas diminuta) (Strain: NCTC8545),Proteobacteria,1
294.0,0.9215447613070202,Pseudomonas fluorescens (Strain: L321),Proteobacteria,1
296.0,0.9221385200927645,Pseudomonas fragi (Strain: F1820),Proteobacteria,1
297.0,0.9124796349558857,Hydrogenophilus thermoluteolus (Pseudomonas hydrogenothermophila) (Strain: TH-1),Proteobacteria,1
298.0,0.9211673250112679,Pseudomonas marginalis (Strain: DSM 13124),Proteobacteria,1
300.0,0.9166386840168086,Pseudomonas mendocina (Strain: MAE1-K),Proteobacteria,1
301.0,0.9158252428809582,Pseudomonas oleovorans (Strain: PO_271),Proteobacteria,1
303.0,0.9191369645123035,Pseudomonas putida (Arthrobacter siderocapsulatus) (Strain: KF715),Proteobacteria,1
304.0,0.9065904307105552,Pelomonas saccharophila (Pseudomonas saccharophila) (Strain: DSM 654),Proteobacteria,1
305.0,0.9112041907688314,Ralstonia solanacearum (Pseudomonas solanacearum) (Strain: SEPPX05),Proteobacteria,1
306.0,0.9181905248762415,Pseudomonas sp.,Proteobacteria,1
316.0,0.9170046802134979,Pseudomonas stutzeri (Pseudomonas perfectomarina) (Strain: ST-9),Proteobacteria,1
317.0,0.9223150647342995,Pseudomonas syringae,Proteobacteria,1
318.0,0.9237215638400796,Pseudomonas savastanoi pv. glycinea (Pseudomonas syringae pv. glycinea) (Strain: ICMP 6372),Proteobacteria,1
319.0,0.9236101914617626,Pseudomonas savastanoi pv. phaseolicola (Pseudomonas syringae pv. phaseolicola) (Strain: ICMP 637),Proteobacteria,1
321.0,0.9220735516809271,Pseudomonas syringae pv. syringae (Strain: 7928A),Proteobacteria,1
322.0,0.9236055181480707,Pseudomonas amygdali pv. tabaci (Pseudomonas syringae pv. tabaci) (Strain: ICMP 4525),Proteobacteria,1
323.0,0.9234727147388523,Pseudomonas syringae pv. tomato (Strain: ICMP 7230),Proteobacteria,1
329.0,0.9144309727909607,Ralstonia pickettii (Burkholderia pickettii) (Strain: FDAARGOS_410),Proteobacteria,1
337.0,0.9071801748071517,Burkholderia glumae (Pseudomonas glumae) (Strain: FDAARGOS_346),Proteobacteria,1
339.0,0.9097082119176041,Xanthomonas campestris (Strain: WHRI8481),Proteobacteria,1
340.0,0.9117173463334505,Xanthomonas campestris pv. campestris (Strain: WHRI8960),Proteobacteria,1
343.0,0.905976475466976,Xanthomonas campestris pv. translucens (Strain: B1),Proteobacteria,1
346.0,0.9119489965789573,Xanthomonas citri (Xanthomonas campestris pv. citri) (Strain: CFBP 7764),Proteobacteria,1
347.0,0.9122696521950281,Xanthomonas oryzae (Strain: CIX44),Proteobacteria,1
350.0,0.9109171264073336,Zoogloea ramigera (Strain: NBRC 15342),Proteobacteria,1
353.0,0.9113627298757897,Azotobacter chroococcum (Strain: P205),Proteobacteria,1
358.0,0.9187452964652403,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter) (Strain: ATCC 31700),Proteobacteria,1
359.0,0.9190095213179988,Agrobacterium rhizogenes (Strain: NCPPB2659),Proteobacteria,1
361.0,0.9187352080641186,Agrobacterium sp.,Proteobacteria,1
373.0,0.9200358936749529,Agrobacterium vitis (Rhizobium vitis) (Strain: Rr4),Proteobacteria,1
375.0,0.9164111284610889,Bradyrhizobium japonicum (Strain: Is-34),Proteobacteria,1
376.0,0.9158674712174297,Bradyrhizobium sp.,Proteobacteria,1
380.0,0.9160113396289915,Rhizobium fredii (Sinorhizobium fredii) (Strain: PCH1),Proteobacteria,1
381.0,0.9155581580557445,Rhizobium loti (Mesorhizobium loti) (Strain: DSM 2626),Proteobacteria,1
382.0,0.9155659673075389,Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti) (Strain: M162),Proteobacteria,1
384.0,0.9177418078009523,Rhizobium leguminosarum (Strain: WSM1328),Proteobacteria,1
386.0,0.9176682563289105,Rhizobium leguminosarum bv. trifolii (Strain: CCGM6),Proteobacteria,1
387.0,0.9179445167958975,Rhizobium leguminosarum bv. viciae (Strain: RSP1A1),Proteobacteria,1
391.0,0.91865010042635,Rhizobium sp.,Proteobacteria,1
394.0,0.9158363203778814,Sinorhizobium fredii (strain NBRC 101917 / NGR234) (Strain: NBRC 101917 / NGR234),Proteobacteria,1
396.0,0.9173150095479222,Rhizobium phaseoli (Strain: CCGM2),Proteobacteria,1
398.0,0.9177153734604255,Rhizobium tropici (Strain: SARCC-755),Proteobacteria,1
408.0,0.900150020269823,Methylorubrum extorquens (Methylobacterium dichloromethanicum) (Methylobacterium extorquens),Proteobacteria,1
409.0,0.9013359624971395,Methylobacterium sp.,Proteobacteria,1
418.0,0.9295488185293108,Methylomonas sp.,Proteobacteria,1
421.0,0.9291962693283453,Methylomonas methanica (Strain: R-45371),Proteobacteria,1
428.0,0.9053119000386641,Methylosinus sporium (Strain: DSM 17706),Proteobacteria,1
435.0,0.9205670182800086,Acetobacter aceti (Strain: TMW2.1153),Proteobacteria,1
436.0,0.9181275031937832,Komagataeibacter hansenii (Gluconacetobacter hansenii) (Strain: LMG 23726),Proteobacteria,1
438.0,0.9254658673209198,Acetobacter pasteurianus (Acetobacter turbidans) (Strain: SRCM100623),Proteobacteria,1
442.0,0.918915417408873,Gluconobacter oxydans (Gluconobacter suboxydans) (Strain: LMG 1764),Proteobacteria,1
446.0,0.9346838319130119,Legionella pneumophila (Strain: HH41),Proteobacteria,1
447.0,0.934390310851853,Fluoribacter bozemanae (Legionella bozemanii) (Strain: WIGA),Proteobacteria,1
448.0,0.9339518462426374,Legionella erythra (Strain: SE-32A-C8),Proteobacteria,1
449.0,0.9332944742042103,Legionella hackeliae (Strain: ATCC35250),Proteobacteria,1
450.0,0.9352468226953919,Legionella longbeachae (Strain: NCTC11477),Proteobacteria,1
451.0,0.9333309580588937,Tatlockia micdadei (Legionella micdadei) (Strain: NZ2015),Proteobacteria,1
452.0,0.9358229428601422,Legionella spiritensis (Strain: Mt.St.Helens-9),Proteobacteria,1
453.0,0.9331320500680981,Legionella feeleii (Strain: NCTC12022),Proteobacteria,1
454.0,0.9351674351237295,Legionella israelensis (Strain: L18-01051),Proteobacteria,1
455.0,0.9331564374130003,Legionella jamestowniensis (Strain: JA-26-G1-E2),Proteobacteria,1
456.0,0.9333948789609896,Legionella jordanis (Strain: BL-540),Proteobacteria,1
458.0,0.9337366899281291,Legionella rubrilucens (Strain: WA-270A-C2),Proteobacteria,1
459.0,0.9349961666619269,Legionella sp.,Proteobacteria,1
460.0,0.9346663721067932,Legionella steigerwaltii (Strain: NCTC11991),Proteobacteria,1
463.0,0.9345181243519628,Fluoribacter dumoffii (Strain: NCTC11370),Proteobacteria,1
464.0,0.9345061147315844,Fluoribacter gormanii (Strain: NCTC11401),Proteobacteria,1
466.0,0.9336030569435834,Legionella maceachernii (Strain: PX-1-G2-E2),Proteobacteria,1
470.0,0.9336823147073974,Acinetobacter baumannii (Strain: TG28175),Proteobacteria,1
471.0,0.9330961494656986,Acinetobacter calcoaceticus (Strain: P23),Proteobacteria,1
472.0,0.9335336710112789,Acinetobacter sp.,Proteobacteria,1
476.0,0.9335388978330151,Moraxella bovis (Strain: NCTC9426),Proteobacteria,1
477.0,0.9338697890486252,Moraxella lacunata (Strain: NCTC7911),Proteobacteria,1
478.0,0.9339949819835714,Moraxella nonliquefaciens (Strain: CCUG 348),Proteobacteria,1
479.0,0.9323907039201376,Moraxella sp.,Proteobacteria,1
480.0,0.933275670414176,Moraxella catarrhalis (Branhamella catarrhalis) (Strain: COPD_M82),Proteobacteria,1
483.0,0.9297693996703351,Neisseria cinerea (Strain: NCTC10294),Proteobacteria,1
484.0,0.9310219272509485,Neisseria flavescens (Strain: CD-NF2),Proteobacteria,1
485.0,0.9307330161744811,Neisseria gonorrhoeae (Strain: LRRBGS_0745),Proteobacteria,1
486.0,0.9294638922647489,Neisseria lactamica (Strain: NCTC10616),Proteobacteria,1
487.0,0.9296904294525177,Neisseria meningitidis (Strain: M26503),Proteobacteria,1
488.0,0.9316593796910354,Neisseria mucosa (Strain: FDAARGOS_260),Proteobacteria,1
490.0,0.9306944287291621,Neisseria sicca (Strain: UMB0321),Proteobacteria,1
491.0,0.9311371899020596,Neisseria meningitidis serogroup B (Strain: Neisseria meningitidis CHUV),Proteobacteria,1
492.0,0.9281538325358586,Neisseria animalis (Strain: DSM 23392),Proteobacteria,1
493.0,0.9317816821580315,Neisseria canis (Strain: NCTC10296),Proteobacteria,1
494.0,0.925555492181007,Bergeriella denitrificans (Neisseria denitrificans) (Strain: NCTC10295),Proteobacteria,1
495.0,0.9293121509359988,Neisseria elongata (Strain: NCTC10660),Proteobacteria,1
498.0,0.9317706834099232,Psychrobacter immobilis (Strain: DSM 7229),Proteobacteria,1
504.0,0.9301999416233042,Kingella kingae (Strain: NCTC10529),Proteobacteria,1
511.0,0.922427747546244,Alcaligenes faecalis (Strain: YBY),Proteobacteria,1
518.0,0.905763817869554,Bordetella bronchiseptica (Alcaligenes bronchisepticus) (Strain: E010),Proteobacteria,1
520.0,0.9071429306211922,Bordetella pertussis (Strain: J803),Proteobacteria,1
526.0,0.9061299309798776,Acidiphilium rubrum (Strain: ATCC 35905),Proteobacteria,1
529.0,0.9203745915976502,Ochrobactrum anthropi (Strain: SUBG007),Proteobacteria,1
536.0,0.9160230917499144,Chromobacterium violaceum (Strain: NCTC9695),Proteobacteria,1
537.0,0.926003188050212,Iodobacter fluviatilis (Strain: NCTC11159),Proteobacteria,1
539.0,0.9277813822020918,Eikenella corrodens (Strain: KCOM 3110),Proteobacteria,1
542.0,0.9282853015984935,Zymomonas mobilis (Strain: AN0101),Proteobacteria,1
545.0,0.9314888560318858,Citrobacter koseri (Citrobacter diversus) (Strain: BL23),Proteobacteria,1
546.0,0.9323922183687795,Citrobacter freundii (Strain: ICR003203),Proteobacteria,1
548.0,0.9300317545108807,Klebsiella aerogenes (Enterobacter aerogenes) (Strain: e2722),Proteobacteria,1
549.0,0.9279904521425268,Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans) (Strain: Bl3),Proteobacteria,1
550.0,0.9304377923765895,Enterobacter cloacae (Strain: e440),Proteobacteria,1
552.0,0.9310551909017912,Erwinia amylovora (Fire blight bacteria) (Strain: 692),Proteobacteria,1
553.0,0.9290527142396187,Pantoea ananas (Erwinia uredovora) (Strain: PNA 14-1),Proteobacteria,1
554.0,0.9297709280346731,Pectobacterium carotovorum (Erwinia carotovora) (Strain: SCC1),Proteobacteria,1
555.0,0.9304927283223394,Pectobacterium carotovorum subsp. carotovorum (Erwinia carotovora subsp. carotovora) (Strain: 67),Proteobacteria,1
558.0,0.9276189281064146,Erwinia citreus,Proteobacteria,1
562.0,0.9339882433485193,Escherichia coli (Strain: AP16-1),Proteobacteria,1
564.0,0.9325968397548252,Escherichia fergusonii (Strain: YH17130),Proteobacteria,1
565.0,0.9302596331833023,Atlantibacter hermannii (Escherichia hermannii) (Strain: NCTC12129),Proteobacteria,1
569.0,0.932593881041357,Hafnia alvei (Strain: GB001),Proteobacteria,1
571.0,0.9299652698288772,Klebsiella oxytoca (Strain: CAV1015),Proteobacteria,1
573.0,0.9291419699586604,Klebsiella pneumoniae (Strain: 5012STDY7626374),Proteobacteria,1
574.0,0.9291687256066209,Klebsiella pneumoniae subsp. ozaenae (Strain: NCTC10313),Proteobacteria,1
575.0,0.9301966460531814,Raoultella planticola (Klebsiella planticola) (Strain: GCSL-DIFS-295),Proteobacteria,1
577.0,0.9278433228738748,Raoultella terrigena (Klebsiella terrigena) (Strain: NZ133),Proteobacteria,1
580.0,0.9312239298944,Kluyvera cryocrescens (Kluyvera citrophila) (Strain: NCTC10483),Proteobacteria,1
582.0,0.9324012325491845,Morganella morganii (Proteus morganii) (Strain: AR_0133),Proteobacteria,1
584.0,0.9351113981525968,Proteus mirabilis (Strain: AR_0155),Proteobacteria,1
585.0,0.9342946065251925,Proteus vulgaris (Strain: CSUR P1867),Proteobacteria,1
587.0,0.9342237550083867,Providencia rettgeri (Strain: PR_162),Proteobacteria,1
588.0,0.9347186594937561,Providencia stuartii (Strain: NCTC11800),Proteobacteria,1
589.0,0.9331061333676953,Providencia sp.,Proteobacteria,1
595.0,0.9322810672323615,Salmonella infantis (Strain: 88sa),Proteobacteria,1
596.0,0.9322948497797136,Salmonella muenchen (Strain: HIY0178),Proteobacteria,1
600.0,0.9319561187616728,Salmonella thompson (Strain: 304615),Proteobacteria,1
611.0,0.9335092124299785,Salmonella enterica subsp. enterica serovar Heidelberg (Strain: 370942),Proteobacteria,1
614.0,0.9284986972350828,Serratia liquefaciens (Strain: FG3),Proteobacteria,1
615.0,0.9251006912746853,Serratia marcescens (Strain: WVU-009),Proteobacteria,1
618.0,0.9275559823791947,Serratia odorifera (Strain: NCTC11214),Proteobacteria,1
621.0,0.9331539021243315,Shigella boydii (Strain: BCW_4868),Proteobacteria,1
622.0,0.9332740208644332,Shigella dysenteriae (Strain: 561031),Proteobacteria,1
623.0,0.9338478207599542,Shigella flexneri (Strain: 376248),Proteobacteria,1
624.0,0.9351499582776415,Shigella sonnei (Strain: Sh1274_441042),Proteobacteria,1
625.0,0.9326632296391675,Shigella sp.,Proteobacteria,1
630.0,0.9302988290933077,Yersinia enterocolitica (Strain: WA),Proteobacteria,1
631.0,0.9305730017406152,Yersinia intermedia (Strain: 58735),Proteobacteria,1
632.0,0.9313196483617087,Yersinia pestis (Strain: SCPM-O-B-5942 (I-2638)),Proteobacteria,1
633.0,0.9316634760353112,Yersinia pseudotuberculosis (Strain: NCTC8580),Proteobacteria,1
634.0,0.9295552926987041,Yersinia bercovieri (Strain: SCPM-O-B-7607),Proteobacteria,1
636.0,0.9264395259998782,Edwardsiella tarda (Strain: NCTC13561),Proteobacteria,1
638.0,0.9352162830017031,Arsenophonus nasoniae (son-killer infecting Nasonia vitripennis) (Strain: FIN),Proteobacteria,1
644.0,0.9247471080438607,Aeromonas hydrophila (Strain: GSH8-2),Proteobacteria,1
645.0,0.9251931874485791,Aeromonas salmonicida (Strain: AJ83),Proteobacteria,1
646.0,0.9260381867748931,Aeromonas sobria (Strain: JF2635),Proteobacteria,1
648.0,0.9231133849359926,Aeromonas caviae (Aeromonas punctata) (Strain: NCTC12244),Proteobacteria,1
650.0,0.9260790253720338,Aeromonas jandaei (Strain: IMET J),Proteobacteria,1
652.0,0.9205292238369501,Aeromonas schubertii (Strain: ATCC 43700),Proteobacteria,1
654.0,0.925567250136401,Aeromonas veronii (Strain: PDB),Proteobacteria,1
656.0,0.9256669290306538,Aeromonas allosaccharophila (Strain: CCM 4363),Proteobacteria,1
659.0,0.9350271523867904,Photobacterium phosphoreum (Strain: AK-5),Proteobacteria,1
661.0,0.9341282723651861,Photobacterium angustum (Strain: LC1-200),Proteobacteria,1
663.0,0.9330580979768458,Vibrio alginolyticus (Strain: UCD-9C),Proteobacteria,1
666.0,0.9335766336470439,Vibrio cholerae (Strain: A483),Proteobacteria,1
668.0,0.9333799155329405,Aliivibrio fischeri (Vibrio fischeri) (Strain: 5F7),Proteobacteria,1
669.0,0.9332986553297096,Vibrio harveyi (Beneckea harveyi) (Strain: ATCC 43516),Proteobacteria,1
670.0,0.9339572973834527,Vibrio parahaemolyticus (Strain: ND17),Proteobacteria,1
672.0,0.9331622531916127,Vibrio vulnificus (Strain: 95-8-7),Proteobacteria,1
673.0,0.931136479089849,Grimontia hollisae (Vibrio hollisae) (Strain: NCTC11645),Proteobacteria,1
674.0,0.9321827710315136,Vibrio mimicus (Strain: ATCC 33655),Proteobacteria,1
676.0,0.9325058061692842,Vibrio fluvialis (Strain: ATCC 33809),Proteobacteria,1
678.0,0.93295145459761,Vibrio sp.,Proteobacteria,1
680.0,0.933579915987975,Vibrio campbellii (Strain: LMB29),Proteobacteria,1
685.0,0.9329310082014269,Vibrio diazotrophicus (Strain: 60.27F),Proteobacteria,1
687.0,0.935065469955396,Vibrio gazogenes (Strain: ATCC 43942),Proteobacteria,1
688.0,0.9329812735339409,Aliivibrio logei (Vibrio logei) (Strain: 1S159),Proteobacteria,1
689.0,0.9327039185277846,Vibrio mediterranei (Strain: 117-T6),Proteobacteria,1
691.0,0.9328802235776694,Vibrio natriegens (Strain: CCUG 16374),Proteobacteria,1
693.0,0.9320884036149039,Vibrio nereis (Strain: DSM 19584),Proteobacteria,1
703.0,0.928837008457102,Plesiomonas shigelloides (Aeromonas shigelloides) (Strain: NCTC10363),Proteobacteria,1
714.0,0.9322821762410006,Aggregatibacter actinomycetemcomitans (Actinobacillus actinomycetemcomitans) (Haemophilus actinomycetemcomitans) (Strain: PN_567),Proteobacteria,1
715.0,0.9315150010294015,Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae) (Strain: NCTC11407),Proteobacteria,1
718.0,0.9332763390588792,Actinobacillus equuli (Strain: NCTC9435),Proteobacteria,1
720.0,0.930554749311803,Actinobacillus lignieresii (Strain: NCTC4191),Proteobacteria,1
722.0,0.9313155386361051,Actinobacillus seminis (Strain: NCTC10851),Proteobacteria,1
725.0,0.9319207893342559,Haemophilus influenzae biotype aegyptius (Strain: HE7/F1946),Proteobacteria,1
726.0,0.931474201149485,Haemophilus haemolyticus (Strain: 60824 B Hi-4),Proteobacteria,1
727.0,0.9321132921173899,Haemophilus influenzae (Strain: E),Proteobacteria,1
728.0,0.9321595477451151,Avibacterium paragallinarum (Haemophilus gallinarum) (Strain: NCTC10926),Proteobacteria,1
729.0,0.9314330833898147,Haemophilus parainfluenzae (Strain: C2004000280),Proteobacteria,1
730.0,0.9313769638303718,Haemophilus ducreyi (Strain: NCTC11483),Proteobacteria,1
731.0,0.9295601240098291,Histophilus somni (Haemophilus somnus) (Strain: UOC-EPH-KLM-04),Proteobacteria,1
732.0,0.9328416785276309,Aggregatibacter aphrophilus (Haemophilus aphrophilus) (Strain: C2010020251),Proteobacteria,1
733.0,0.9312247951105884,Haemophilus haemoglobinophilus (Strain: NCTC1659),Proteobacteria,1
734.0,0.9300260573264355,Haemophilus paracuniculus (Strain: CCUG 43573),Proteobacteria,1
735.0,0.930967879999806,Haemophilus parahaemolyticus (Strain: NCTC10794),Proteobacteria,1
736.0,0.9303345705375309,Haemophilus paraphrohaemolyticus (Strain: C2014016342),Proteobacteria,1
738.0,0.931162655271112,Haemophilus parasuis (Glaesserella parasuis) (Strain: HPS-1),Proteobacteria,1
739.0,0.9320480689044573,Aggregatibacter segnis (Strain: C2000002669),Proteobacteria,1
747.0,0.9330357856251585,Pasteurella multocida (Strain: NIVEDI/PMS-1),Proteobacteria,1
749.0,0.9316504446938036,Pasteurella aerogenes (Strain: NCTC13378),Proteobacteria,1
750.0,0.9317276955036471,Gallibacterium anatis (Strain: 20558/3kl.),Proteobacteria,1
751.0,0.9309239879601243,Avibacterium avium (Pasteurella avium) (Strain: NCTC 11297),Proteobacteria,1
753.0,0.9317888715810816,Pasteurella canis (Strain: NCTC11621),Proteobacteria,1
755.0,0.9317202715777778,Avibacterium gallinarum (Pasteurella gallinarum) (Strain: NCTC11188),Proteobacteria,1
757.0,0.9313106649362982,[Pasteurella] mairii (Strain: NCTC10699),Proteobacteria,1
758.0,0.9323715417936304,Rodentibacter pneumotropicus (Strain: NCTC8284),Proteobacteria,1
762.0,0.931413081008642,Avibacterium volantium (Pasteurella volantium) (Strain: NCTC3438),Proteobacteria,1
779.0,0.9285575326274292,Ehrlichia ruminantium (Cowdria ruminantium) (Strain: Pokoase 417),Proteobacteria,1
784.0,0.92731103775911,Orientia tsutsugamushi (Rickettsia tsutsugamushi),Proteobacteria,1
813.0,0.9308306920050925,Chlamydia trachomatis (Strain: H34IMS),Chlamydiae,14
817.0,0.9385760259957736,Bacteroides fragilis (Strain: AD126T_2B),Bacteroidetes,31
818.0,0.9391521286898955,Bacteroides thetaiotaomicron (Strain: 2789STDY5834899),Bacteroidetes,31
820.0,0.939545818304351,Bacteroides uniformis (Strain: ca_0067),Bacteroidetes,31
821.0,0.9402385348561046,Bacteroides vulgatus (Strain: NCTC10583),Bacteroidetes,31
823.0,0.93760438480889,Parabacteroides distasonis (Strain: AF18-10),Bacteroidetes,31
827.0,0.9130797565368993,Campylobacter ureolyticus (Strain: UMB0112),Proteobacteria,1
831.0,0.9324823977295869,Butyrivibrio fibrisolvens (Strain: AR40),Firmicutes,43
833.0,0.9347854778864544,Fibrobacter succinogenes (Bacteroides succinogenes) (Strain: HM2),Fibrobacteres,34
837.0,0.9349008200862831,Porphyromonas gingivalis (Strain: 13_1),Bacteroidetes,31
839.0,0.9411967376158822,Prevotella ruminicola (Bacteroides ruminicola) (Strain: ATCC 19189),Bacteroidetes,31
850.0,0.9159893443978322,Fusobacterium mortiferum (Strain: AM25-1),Fusobacteria,36
851.0,0.9116898000863942,Fusobacterium nucleatum (Strain: 12230),Fusobacteria,36
853.0,0.931700687472463,Faecalibacterium prausnitzii (Strain: AM42-11AC),Firmicutes,43
856.0,0.9153692356236067,Fusobacterium varium (Strain: Fv113-g1),Fusobacteria,36
858.0,0.9134945225769971,Fusobacterium necrogenes (Strain: NCTC10723),Fusobacteria,36
